Content_ID,Category,Content_Type,Reaction_Type,Sentiment,Reaction_Score,Date
00d0cdf9-5919-4102-bf84-ebde253c3cd2,healthy eating,audio,interested,positive,30,2020-06-23
00d0cdf9-5919-4102-bf84-ebde253c3cd2,healthy eating,audio,heart,positive,60,2020-06-19
00d0cdf9-5919-4102-bf84-ebde253c3cd2,healthy eating,audio,super love,positive,75,2020-09-24
00d0cdf9-5919-4102-bf84-ebde253c3cd2,healthy eating,audio,worried,negative,12,2020-12-05
00d0cdf9-5919-4102-bf84-ebde253c3cd2,healthy eating,audio,worried,negative,12,2020-12-22
00d0cdf9-5919-4102-bf84-ebde253c3cd2,healthy eating,audio,cherish,positive,70,2020-07-03
00d0cdf9-5919-4102-bf84-ebde253c3cd2,healthy eating,audio,heart,positive,60,2021-03-02
00d0cdf9-5919-4102-bf84-ebde253c3cd2,healthy eating,audio,hate,negative,5,2020-06-24
00d0cdf9-5919-4102-bf84-ebde253c3cd2,healthy eating,audio,cherish,positive,70,2021-05-29
00d0cdf9-5919-4102-bf84-ebde253c3cd2,healthy eating,audio,heart,positive,60,2020-11-05
00d0cdf9-5919-4102-bf84-ebde253c3cd2,healthy eating,audio,indifferent,neutral,20,2020-06-21
00d0cdf9-5919-4102-bf84-ebde253c3cd2,healthy eating,audio,adore,positive,72,2021-01-25
00d0cdf9-5919-4102-bf84-ebde253c3cd2,healthy eating,audio,heart,positive,60,2020-07-26
00d0cdf9-5919-4102-bf84-ebde253c3cd2,healthy eating,audio,interested,positive,30,2020-07-05
00d0cdf9-5919-4102-bf84-ebde253c3cd2,healthy eating,audio,want,positive,70,2021-02-18
00d0cdf9-5919-4102-bf84-ebde253c3cd2,healthy eating,audio,like,positive,50,2021-04-26
00d0cdf9-5919-4102-bf84-ebde253c3cd2,healthy eating,audio,want,positive,70,2020-07-04
00d0cdf9-5919-4102-bf84-ebde253c3cd2,healthy eating,audio,love,positive,65,2020-12-18
01396602-c759-4a17-90f0-8f9b3ca11b30,tennis,GIF,dislike,negative,10,2021-03-10
01396602-c759-4a17-90f0-8f9b3ca11b30,tennis,GIF,dislike,negative,10,2021-04-12
01396602-c759-4a17-90f0-8f9b3ca11b30,tennis,GIF,like,positive,50,2021-05-09
01396602-c759-4a17-90f0-8f9b3ca11b30,tennis,GIF,like,positive,50,2021-02-01
01396602-c759-4a17-90f0-8f9b3ca11b30,tennis,GIF,indifferent,neutral,20,2021-01-01
01396602-c759-4a17-90f0-8f9b3ca11b30,tennis,GIF,interested,positive,30,2020-08-26
01396602-c759-4a17-90f0-8f9b3ca11b30,tennis,GIF,intrigued,positive,45,2021-06-10
01396602-c759-4a17-90f0-8f9b3ca11b30,tennis,GIF,heart,positive,60,2020-11-01
01396602-c759-4a17-90f0-8f9b3ca11b30,tennis,GIF,disgust,negative,0,2020-10-31
01396602-c759-4a17-90f0-8f9b3ca11b30,tennis,GIF,adore,positive,72,2021-02-07
01396602-c759-4a17-90f0-8f9b3ca11b30,tennis,GIF,worried,negative,12,2020-11-11
01396602-c759-4a17-90f0-8f9b3ca11b30,tennis,GIF,interested,positive,30,2020-07-18
01396602-c759-4a17-90f0-8f9b3ca11b30,tennis,GIF,want,positive,70,2021-02-08
01396602-c759-4a17-90f0-8f9b3ca11b30,tennis,GIF,worried,negative,12,2021-03-14
01396602-c759-4a17-90f0-8f9b3ca11b30,tennis,GIF,hate,negative,5,2020-12-15
01396602-c759-4a17-90f0-8f9b3ca11b30,tennis,GIF,indifferent,neutral,20,2020-10-18
01396602-c759-4a17-90f0-8f9b3ca11b30,tennis,GIF,hate,negative,5,2021-03-21
01396602-c759-4a17-90f0-8f9b3ca11b30,tennis,GIF,interested,positive,30,2020-12-28
01396602-c759-4a17-90f0-8f9b3ca11b30,tennis,GIF,super love,positive,75,2020-09-26
01396602-c759-4a17-90f0-8f9b3ca11b30,tennis,GIF,like,positive,50,2021-01-30
01396602-c759-4a17-90f0-8f9b3ca11b30,tennis,GIF,scared,negative,15,2021-03-09
01396602-c759-4a17-90f0-8f9b3ca11b30,tennis,GIF,heart,positive,60,2020-08-21
01396602-c759-4a17-90f0-8f9b3ca11b30,tennis,GIF,disgust,negative,0,2020-07-12
01396602-c759-4a17-90f0-8f9b3ca11b30,tennis,GIF,interested,positive,30,2021-04-07
01396602-c759-4a17-90f0-8f9b3ca11b30,tennis,GIF,interested,positive,30,2020-11-17
01396602-c759-4a17-90f0-8f9b3ca11b30,tennis,GIF,disgust,negative,0,2020-12-18
01396602-c759-4a17-90f0-8f9b3ca11b30,tennis,GIF,worried,negative,12,2021-06-12
01396602-c759-4a17-90f0-8f9b3ca11b30,tennis,GIF,like,positive,50,2021-05-15
01396602-c759-4a17-90f0-8f9b3ca11b30,tennis,GIF,interested,positive,30,2020-07-25
01396602-c759-4a17-90f0-8f9b3ca11b30,tennis,GIF,super love,positive,75,2020-10-23
01396602-c759-4a17-90f0-8f9b3ca11b30,tennis,GIF,cherish,positive,70,2020-12-13
01396602-c759-4a17-90f0-8f9b3ca11b30,tennis,GIF,dislike,negative,10,2021-04-14
01396602-c759-4a17-90f0-8f9b3ca11b30,tennis,GIF,indifferent,neutral,20,2020-12-01
01396602-c759-4a17-90f0-8f9b3ca11b30,tennis,GIF,heart,positive,60,2020-10-31
01396602-c759-4a17-90f0-8f9b3ca11b30,tennis,GIF,hate,negative,5,2020-11-02
01396602-c759-4a17-90f0-8f9b3ca11b30,tennis,GIF,love,positive,65,2020-11-30
01396602-c759-4a17-90f0-8f9b3ca11b30,tennis,GIF,heart,positive,60,2020-06-29
01396602-c759-4a17-90f0-8f9b3ca11b30,tennis,GIF,disgust,negative,0,2021-01-12
01396602-c759-4a17-90f0-8f9b3ca11b30,tennis,GIF,hate,negative,5,2020-12-25
01396602-c759-4a17-90f0-8f9b3ca11b30,tennis,GIF,like,positive,50,2020-11-30
019b61f4-926c-438e-adaf-6119c5eab752,fitness,photo,want,positive,70,2020-06-25
019b61f4-926c-438e-adaf-6119c5eab752,fitness,photo,intrigued,positive,45,2020-07-19
019b61f4-926c-438e-adaf-6119c5eab752,fitness,photo,indifferent,neutral,20,2020-10-12
019b61f4-926c-438e-adaf-6119c5eab752,fitness,photo,interested,positive,30,2021-02-06
019b61f4-926c-438e-adaf-6119c5eab752,fitness,photo,disgust,negative,0,2020-12-04
019b61f4-926c-438e-adaf-6119c5eab752,fitness,photo,scared,negative,15,2020-06-23
019b61f4-926c-438e-adaf-6119c5eab752,fitness,photo,adore,positive,72,2021-01-03
019b61f4-926c-438e-adaf-6119c5eab752,fitness,photo,peeking,neutral,35,2021-04-05
019b61f4-926c-438e-adaf-6119c5eab752,fitness,photo,disgust,negative,0,2020-11-15
019b61f4-926c-438e-adaf-6119c5eab752,fitness,photo,like,positive,50,2020-08-30
019b61f4-926c-438e-adaf-6119c5eab752,fitness,photo,adore,positive,72,2020-12-05
019b61f4-926c-438e-adaf-6119c5eab752,fitness,photo,scared,negative,15,2021-03-26
019b61f4-926c-438e-adaf-6119c5eab752,fitness,photo,interested,positive,30,2021-05-08
01ab84dd-6364-4236-abbb-3f237db77180,food,video,scared,negative,15,2021-05-24
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,fitness,video,intrigued,positive,45,2021-04-18
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,fitness,video,hate,negative,5,2020-12-22
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,fitness,video,indifferent,neutral,20,2020-11-15
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,fitness,video,super love,positive,75,2020-09-22
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,fitness,video,love,positive,65,2020-08-26
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,fitness,video,want,positive,70,2020-08-14
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,fitness,video,heart,positive,60,2021-05-25
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,fitness,video,dislike,negative,10,2020-07-25
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,fitness,video,intrigued,positive,45,2020-07-09
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,fitness,video,super love,positive,75,2020-06-29
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,fitness,video,disgust,negative,0,2020-11-19
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,fitness,video,like,positive,50,2020-11-11
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,fitness,video,disgust,negative,0,2020-10-10
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,fitness,video,adore,positive,72,2020-08-15
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,fitness,video,disgust,negative,0,2021-05-14
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,fitness,video,worried,negative,12,2020-12-11
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,fitness,video,like,positive,50,2021-01-05
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,fitness,video,love,positive,65,2020-10-04
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,fitness,video,super love,positive,75,2020-07-18
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,fitness,video,scared,negative,15,2021-06-04
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,fitness,video,super love,positive,75,2020-08-02
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,fitness,video,indifferent,neutral,20,2020-07-11
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,fitness,video,adore,positive,72,2020-07-16
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,fitness,video,like,positive,50,2021-04-14
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,fitness,video,like,positive,50,2021-02-15
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,fitness,video,super love,positive,75,2021-01-09
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,fitness,video,interested,positive,30,2020-06-18
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,fitness,video,adore,positive,72,2021-05-31
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,fitness,video,worried,negative,12,2021-01-24
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,fitness,video,interested,positive,30,2020-11-19
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,fitness,video,super love,positive,75,2021-06-10
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,fitness,video,want,positive,70,2021-05-07
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,fitness,video,cherish,positive,70,2020-08-24
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,fitness,video,indifferent,neutral,20,2020-09-08
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,fitness,video,like,positive,50,2020-09-17
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,fitness,video,adore,positive,72,2020-07-14
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,fitness,video,dislike,negative,10,2021-01-04
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,fitness,video,cherish,positive,70,2020-07-14
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,fitness,video,disgust,negative,0,2020-11-21
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,fitness,video,want,positive,70,2020-10-24
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,fitness,video,indifferent,neutral,20,2021-01-26
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,fitness,video,cherish,positive,70,2020-08-27
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,fitness,video,like,positive,50,2021-04-02
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,science,GIF,super love,positive,75,2020-11-07
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,science,GIF,disgust,negative,0,2020-07-03
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,science,GIF,dislike,negative,10,2021-01-14
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,science,GIF,like,positive,50,2020-11-02
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,science,GIF,worried,negative,12,2020-10-01
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,science,GIF,indifferent,neutral,20,2020-11-27
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,science,GIF,dislike,negative,10,2021-05-08
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,science,GIF,adore,positive,72,2021-01-29
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,science,GIF,love,positive,65,2020-08-18
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,science,GIF,like,positive,50,2021-05-16
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,science,GIF,hate,negative,5,2020-07-16
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,science,GIF,hate,negative,5,2020-10-19
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,science,GIF,heart,positive,60,2020-11-16
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,science,GIF,heart,positive,60,2020-08-02
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,science,GIF,super love,positive,75,2020-07-03
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,science,GIF,interested,positive,30,2020-09-25
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,science,GIF,scared,negative,15,2020-07-30
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,science,GIF,intrigued,positive,45,2020-10-28
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,science,GIF,adore,positive,72,2020-11-18
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,science,GIF,love,positive,65,2020-09-28
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,science,GIF,intrigued,positive,45,2020-07-04
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,science,GIF,peeking,neutral,35,2021-05-31
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,science,GIF,indifferent,neutral,20,2021-02-22
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,science,GIF,cherish,positive,70,2020-08-16
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,science,GIF,indifferent,neutral,20,2020-08-08
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,science,GIF,dislike,negative,10,2021-03-30
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,science,GIF,dislike,negative,10,2021-03-11
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,science,GIF,love,positive,65,2020-11-23
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,science,GIF,scared,negative,15,2020-07-24
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,science,GIF,hate,negative,5,2021-02-05
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,science,GIF,intrigued,positive,45,2020-10-15
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,science,GIF,love,positive,65,2020-11-27
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,science,GIF,intrigued,positive,45,2021-04-18
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,science,GIF,like,positive,50,2021-05-13
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,science,GIF,like,positive,50,2020-11-01
026973ef-4b73-4901-9160-bc9e04516057,culture,audio,interested,positive,30,2021-04-17
026973ef-4b73-4901-9160-bc9e04516057,culture,audio,heart,positive,60,2020-12-19
026973ef-4b73-4901-9160-bc9e04516057,culture,audio,love,positive,65,2020-11-27
026973ef-4b73-4901-9160-bc9e04516057,culture,audio,want,positive,70,2021-01-07
026973ef-4b73-4901-9160-bc9e04516057,culture,audio,interested,positive,30,2020-08-21
026973ef-4b73-4901-9160-bc9e04516057,culture,audio,super love,positive,75,2020-10-06
026973ef-4b73-4901-9160-bc9e04516057,culture,audio,want,positive,70,2020-10-07
026973ef-4b73-4901-9160-bc9e04516057,culture,audio,hate,negative,5,2020-11-03
026973ef-4b73-4901-9160-bc9e04516057,culture,audio,love,positive,65,2021-04-02
026973ef-4b73-4901-9160-bc9e04516057,culture,audio,hate,negative,5,2021-04-30
026973ef-4b73-4901-9160-bc9e04516057,culture,audio,interested,positive,30,2021-03-14
026973ef-4b73-4901-9160-bc9e04516057,culture,audio,want,positive,70,2021-04-10
026973ef-4b73-4901-9160-bc9e04516057,culture,audio,intrigued,positive,45,2021-05-30
026973ef-4b73-4901-9160-bc9e04516057,culture,audio,heart,positive,60,2021-03-16
026973ef-4b73-4901-9160-bc9e04516057,culture,audio,like,positive,50,2020-11-01
026973ef-4b73-4901-9160-bc9e04516057,culture,audio,love,positive,65,2021-03-22
026973ef-4b73-4901-9160-bc9e04516057,culture,audio,intrigued,positive,45,2020-10-31
026973ef-4b73-4901-9160-bc9e04516057,culture,audio,adore,positive,72,2020-10-14
026973ef-4b73-4901-9160-bc9e04516057,culture,audio,interested,positive,30,2020-11-23
026973ef-4b73-4901-9160-bc9e04516057,culture,audio,dislike,negative,10,2021-04-30
026973ef-4b73-4901-9160-bc9e04516057,culture,audio,interested,positive,30,2020-12-21
026973ef-4b73-4901-9160-bc9e04516057,culture,audio,heart,positive,60,2020-12-19
026973ef-4b73-4901-9160-bc9e04516057,culture,audio,adore,positive,72,2020-10-20
026973ef-4b73-4901-9160-bc9e04516057,culture,audio,like,positive,50,2021-05-24
026973ef-4b73-4901-9160-bc9e04516057,culture,audio,disgust,negative,0,2020-12-27
026973ef-4b73-4901-9160-bc9e04516057,culture,audio,indifferent,neutral,20,2021-05-03
026973ef-4b73-4901-9160-bc9e04516057,culture,audio,adore,positive,72,2021-06-07
026973ef-4b73-4901-9160-bc9e04516057,culture,audio,dislike,negative,10,2021-04-04
026973ef-4b73-4901-9160-bc9e04516057,culture,audio,peeking,neutral,35,2020-12-26
026973ef-4b73-4901-9160-bc9e04516057,culture,audio,peeking,neutral,35,2021-01-15
026973ef-4b73-4901-9160-bc9e04516057,culture,audio,interested,positive,30,2020-09-30
026973ef-4b73-4901-9160-bc9e04516057,culture,audio,super love,positive,75,2020-09-22
026973ef-4b73-4901-9160-bc9e04516057,culture,audio,disgust,negative,0,2020-10-20
026973ef-4b73-4901-9160-bc9e04516057,culture,audio,indifferent,neutral,20,2021-05-10
026973ef-4b73-4901-9160-bc9e04516057,culture,audio,cherish,positive,70,2021-01-16
026973ef-4b73-4901-9160-bc9e04516057,culture,audio,want,positive,70,2021-05-29
0289b7bc-bc95-4f1d-83fe-9ca662194158,tennis,audio,intrigued,positive,45,2021-05-21
0289b7bc-bc95-4f1d-83fe-9ca662194158,tennis,audio,love,positive,65,2021-03-16
0289b7bc-bc95-4f1d-83fe-9ca662194158,tennis,audio,hate,negative,5,2021-01-03
0289b7bc-bc95-4f1d-83fe-9ca662194158,tennis,audio,like,positive,50,2020-08-31
0289b7bc-bc95-4f1d-83fe-9ca662194158,tennis,audio,peeking,neutral,35,2021-06-17
0289b7bc-bc95-4f1d-83fe-9ca662194158,tennis,audio,super love,positive,75,2020-12-16
0289b7bc-bc95-4f1d-83fe-9ca662194158,tennis,audio,scared,negative,15,2021-01-24
0289b7bc-bc95-4f1d-83fe-9ca662194158,tennis,audio,interested,positive,30,2021-04-07
0289b7bc-bc95-4f1d-83fe-9ca662194158,tennis,audio,indifferent,neutral,20,2021-04-07
0289b7bc-bc95-4f1d-83fe-9ca662194158,tennis,audio,peeking,neutral,35,2021-03-19
0289b7bc-bc95-4f1d-83fe-9ca662194158,tennis,audio,indifferent,neutral,20,2020-09-24
0289b7bc-bc95-4f1d-83fe-9ca662194158,tennis,audio,intrigued,positive,45,2021-06-04
0289b7bc-bc95-4f1d-83fe-9ca662194158,tennis,audio,want,positive,70,2020-12-26
0289b7bc-bc95-4f1d-83fe-9ca662194158,tennis,audio,disgust,negative,0,2020-08-12
0289b7bc-bc95-4f1d-83fe-9ca662194158,tennis,audio,worried,negative,12,2020-12-14
0289b7bc-bc95-4f1d-83fe-9ca662194158,tennis,audio,indifferent,neutral,20,2020-12-10
0289b7bc-bc95-4f1d-83fe-9ca662194158,tennis,audio,indifferent,neutral,20,2020-08-29
0289b7bc-bc95-4f1d-83fe-9ca662194158,tennis,audio,interested,positive,30,2020-09-17
0289b7bc-bc95-4f1d-83fe-9ca662194158,tennis,audio,want,positive,70,2021-04-09
0289b7bc-bc95-4f1d-83fe-9ca662194158,tennis,audio,indifferent,neutral,20,2021-04-26
0289b7bc-bc95-4f1d-83fe-9ca662194158,tennis,audio,indifferent,neutral,20,2020-11-08
0289b7bc-bc95-4f1d-83fe-9ca662194158,tennis,audio,cherish,positive,70,2020-09-24
0289b7bc-bc95-4f1d-83fe-9ca662194158,tennis,audio,cherish,positive,70,2021-03-30
0289b7bc-bc95-4f1d-83fe-9ca662194158,tennis,audio,like,positive,50,2020-11-13
0289b7bc-bc95-4f1d-83fe-9ca662194158,tennis,audio,indifferent,neutral,20,2020-12-20
0289b7bc-bc95-4f1d-83fe-9ca662194158,tennis,audio,cherish,positive,70,2020-07-07
0289b7bc-bc95-4f1d-83fe-9ca662194158,tennis,audio,intrigued,positive,45,2020-07-23
0289b7bc-bc95-4f1d-83fe-9ca662194158,tennis,audio,interested,positive,30,2020-09-30
0289b7bc-bc95-4f1d-83fe-9ca662194158,tennis,audio,interested,positive,30,2020-09-30
0289b7bc-bc95-4f1d-83fe-9ca662194158,tennis,audio,adore,positive,72,2021-02-15
02ba5af1-784a-44cc-ae3a-14833c4a2237,healthy eating,video,peeking,neutral,35,2021-05-23
02ba5af1-784a-44cc-ae3a-14833c4a2237,healthy eating,video,love,positive,65,2020-11-01
02ba5af1-784a-44cc-ae3a-14833c4a2237,healthy eating,video,peeking,neutral,35,2021-02-06
02ba5af1-784a-44cc-ae3a-14833c4a2237,healthy eating,video,indifferent,neutral,20,2020-12-24
02ba5af1-784a-44cc-ae3a-14833c4a2237,healthy eating,video,heart,positive,60,2020-09-27
02ba5af1-784a-44cc-ae3a-14833c4a2237,healthy eating,video,super love,positive,75,2020-12-05
02ba5af1-784a-44cc-ae3a-14833c4a2237,healthy eating,video,love,positive,65,2020-06-24
02ba5af1-784a-44cc-ae3a-14833c4a2237,healthy eating,video,heart,positive,60,2021-01-31
02ba5af1-784a-44cc-ae3a-14833c4a2237,healthy eating,video,super love,positive,75,2020-08-01
02ba5af1-784a-44cc-ae3a-14833c4a2237,healthy eating,video,super love,positive,75,2020-08-02
02ba5af1-784a-44cc-ae3a-14833c4a2237,healthy eating,video,adore,positive,72,2021-02-10
02ba5af1-784a-44cc-ae3a-14833c4a2237,healthy eating,video,indifferent,neutral,20,2021-01-27
02ba5af1-784a-44cc-ae3a-14833c4a2237,healthy eating,video,like,positive,50,2021-04-28
02ba5af1-784a-44cc-ae3a-14833c4a2237,healthy eating,video,adore,positive,72,2020-10-10
02ba5af1-784a-44cc-ae3a-14833c4a2237,healthy eating,video,dislike,negative,10,2020-10-09
02ba5af1-784a-44cc-ae3a-14833c4a2237,healthy eating,video,adore,positive,72,2021-01-23
02ba5af1-784a-44cc-ae3a-14833c4a2237,healthy eating,video,heart,positive,60,2021-02-11
02ba5af1-784a-44cc-ae3a-14833c4a2237,healthy eating,video,like,positive,50,2020-12-09
02ba5af1-784a-44cc-ae3a-14833c4a2237,healthy eating,video,like,positive,50,2020-09-15
02ba5af1-784a-44cc-ae3a-14833c4a2237,healthy eating,video,dislike,negative,10,2021-02-03
02ba5af1-784a-44cc-ae3a-14833c4a2237,healthy eating,video,love,positive,65,2021-05-12
02ba5af1-784a-44cc-ae3a-14833c4a2237,healthy eating,video,adore,positive,72,2020-08-27
02ba5af1-784a-44cc-ae3a-14833c4a2237,healthy eating,video,dislike,negative,10,2021-03-12
02ba5af1-784a-44cc-ae3a-14833c4a2237,healthy eating,video,love,positive,65,2021-04-06
02ba5af1-784a-44cc-ae3a-14833c4a2237,healthy eating,video,dislike,negative,10,2021-05-31
02ba5af1-784a-44cc-ae3a-14833c4a2237,healthy eating,video,interested,positive,30,2020-07-30
02ba5af1-784a-44cc-ae3a-14833c4a2237,healthy eating,video,want,positive,70,2020-11-06
02ba5af1-784a-44cc-ae3a-14833c4a2237,healthy eating,video,intrigued,positive,45,2021-05-30
02ba5af1-784a-44cc-ae3a-14833c4a2237,healthy eating,video,indifferent,neutral,20,2020-12-24
02ba5af1-784a-44cc-ae3a-14833c4a2237,healthy eating,video,love,positive,65,2021-02-17
02ba5af1-784a-44cc-ae3a-14833c4a2237,healthy eating,video,disgust,negative,0,2020-12-01
02ba5af1-784a-44cc-ae3a-14833c4a2237,healthy eating,video,peeking,neutral,35,2020-09-17
02ba5af1-784a-44cc-ae3a-14833c4a2237,healthy eating,video,dislike,negative,10,2020-09-21
02ba5af1-784a-44cc-ae3a-14833c4a2237,healthy eating,video,adore,positive,72,2021-06-07
02ba5af1-784a-44cc-ae3a-14833c4a2237,healthy eating,video,love,positive,65,2020-11-17
